,0,1
4988,7.1,63
4989,256k,63
4990,aix,63
4991,monochrome,63
4992,miracles,63
4993,cdt@rocket.sw.stratus.com,63
4994,cdt@vos.stratus.com,63
4995,nist,63
4996,mlb,63
4997,orioles,63
4998,tampa,63
